"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"POL","Poland","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.8,,
"PRT","Portugal","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,6.1,,
"SVK","Slovak Republic","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.2,,
"ESP","Spain","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,4.3,,
"SWE","Sweden","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,5.5,,
"CHE","Switzerland","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.8,,
"TUR","Turkey","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.7,,
"GBR","United Kingdom","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,0.9,,
"USA","United States","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.3,,
"BRA","Brazil","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,8.1,,
"CHL","Chile","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,6.6,,
"EST","Estonia","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,5.6,,
"ISR","Israel","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,6.8,,
"RUS","Russia","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.8,,
"SVN","Slovenia","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,4.5,,
"OECD","OECD - Total","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.6,,
"AUS","Australia","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.8,,
"AUT","Austria","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.4,,
"BEL","Belgium","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.1,,
"CAN","Canada","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.5,,
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.8,,
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.3,,
"FIN","Finland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.4,,
"FRA","France","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.6,,
"DEU","Germany","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.5,,
"GRC","Greece","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.6,,
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.3,,
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.3,,
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.8,,
"ITA","Italy","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.7,,
"JPN","Japan","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.3,,
"KOR","Korea","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.1,,
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.4,,
"MEX","Mexico","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,23.4,,
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.9,,
"NZL","New Zealand","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.2,,
"NOR","Norway","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.6,,
"POL","Poland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.9,,
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.1,,
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.2,,
"ESP","Spain","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.6,,
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.7,,
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.5,,
"TUR","Turkey","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,1.2,,
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.3,,
"USA","United States","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,5.2,,
"BRA","Brazil","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,25.5,,
"CHL","Chile","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,4.4,,
"EST","Estonia","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,4.8,,
"ISR","Israel","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,2.3,,
"RUS","Russia","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,12.8,,
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,0.4,,
"OECD","OECD - Total","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","units",,,4,,
"AUS","Australia","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.1,,
"AUT","Austria","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.4,,
"BEL","Belgium","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.4,,
"CAN","Canada","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,2.1,,
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1,,
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.4,,
"FIN","Finland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.4,,
"FRA","France","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.8,,
"DEU","Germany","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.5,,
"GRC","Greece","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,2.6,,
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.7,,
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.6,,
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.4,,
"ITA","Italy","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.1,,
"JPN","Japan","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.3,,
"KOR","Korea","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.2,,
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.8,,
"MEX","Mexico","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,44.5,,
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.2,,
"NZL","New Zealand","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.5,,
"NOR","Norway","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.8,,
"POL","Poland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.4,,
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.5,,
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,1.4,,
"ESP","Spain","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.9,,
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.9,,
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.5,,
"TUR","Turkey","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,2,,
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.4,,
"USA","United States","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,8.1,,
"BRA","Brazil","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,48.1,,
"CHL","Chile","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,7.9,,
"EST","Estonia","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,7.6,,
"ISR","Israel","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,3.5,,
"RUS","Russia","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,21.8,,
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,0.5,,
"OECD","OECD - Total","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","units",,,6.9,,
"AUS","Australia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.6,,
"AUT","Austria","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.4,,
"BEL","Belgium","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.7,,
"CAN","Canada","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.9,,
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.7,,
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.2,,
"FIN","Finland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,1.4,,
"FRA","France","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.4,,
"DEU","Germany","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.5,,
"GRC","Greece","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.5,,
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,1,,
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0,,
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.2,,
"ITA","Italy","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.4,,
"JPN","Japan","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.3,,
"KOR","Korea","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,1,,
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0,,
"MEX","Mexico","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,4.8,,
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.6,,
"NZL","New Zealand","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,1,,
"NOR","Norway","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.4,,
"POL","Poland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.5,,
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.7,,
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,1,,
"ESP","Spain","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.4,,
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.4,,
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.5,,
"TUR","Turkey","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.5,,
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.2,,
"USA","United States","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,2.2,,
"BRA","Brazil","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,4.4,,
"CHL","Chile","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,1,,
"EST","Estonia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,2.5,,
"ISR","Israel","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,1.1,,
"RUS","Russia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,5.9,,
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,0.4,,
"OECD","OECD - Total","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","units",,,1.3,,
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,14.02,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,7.61,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,4.57,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,3.94,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,6.98,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,2.03,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,3.58,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,8.15,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,5.25,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,6.16,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,3.19,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,12.25,"E","Estimated value"
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,4.2,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,3.66,,
"JPN","Japan","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,22.26,"E","Estimated value"
"KOR","Korea","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,18.72,"E","Estimated value"
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,3.47,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,28.83,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,0.45,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,13.87,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,2.82,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,7.41,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,9.62,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,7.02,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,5.89,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,1.13,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,6.72,"E","Estimated value"
"TUR","Turkey","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,40.86,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,12.7,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,11.3,,
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,10.41,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,15.42,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,3.3,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,16.03,,
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,0.16,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","units",,,5.63,,
